12107	467
10688	465
24694	120
7776	103
21356	464
14158	489
1294	420
20293	464
6620	490
15280	489
29595	468
20277	467
13565	466
6456	464
26237	469
969	490
7790	490
16365	467
19074	489
12888	120
20702	470
3806	469
13508	467
8013	506
20360	120
6353	466
15547	490
1450	490
8902	467
3888	489
10164	489
11069	464
6149	420
27482	466
29258	472
23857	420
7466	120
8057	183
23132	466
24126	466
15190	466
11518	469
24896	420
19981	467
615	6
20422	467
14494	420
22084	467
25632	467
14069	465
19427	382
17365	219
18578	472
23108	466
1714	420
229	469
19474	490
2869	490
28040	467
20232	489
13794	420
7353	466
9503	468
27641	468
12504	403
19981	472
25908	466
13511	420
13286	467
20294	420
10663	490
16294	120
9714	472
2255	490
7648	466
22881	469
9466	469
14166	490
13037	490
2713	489
25668	467
5617	490
18156	490
13852	467
9206	467
16897	489
21709	472
9725	467
22723	467
9206	227
15910	420
12143	467
27316	120
6449	467
5911	470
9531	420
24976	420
1908	466
21883	470
16548	469
16924	120
802	469
3317	464
19133	120
12289	470
2310	490
10112	120
14059	467
4985	420
26909	122
3489	276
3995	489
4767	420
19573	466
19380	120
11459	219
10208	472
17266	466
27735	467
14224	467
27485	382
28235	467
18135	467
20504	470
12	469
23294	469
25337	489
2816	466
29592	490
26031	219
17460	120
18748	465
14178	489
19564	464
9707	489
29412	490
15311	219
2398	470
10360	120
9339	489
2805	467
12417	469
17462	489
5510	120
21423	469
263	490
19810	468
15672	489
14424	467
7252	120
8919	472
16617	467
11636	465
9282	489
1993	490
19656	469
12951	472
9801	489
2054	490
23145	472
25386	120
8481	467
23973	120
5196	490
27989	120
18614	466
25239	120
13011	469
1357	467
10781	467
7013	467
20855	472
1388	490
8022	120
27763	466
4298	120
4107	420
21751	464
27722	467
12615	489
7989	469
12804	466
10368	472
14244	489
4507	120
13684	466
6019	490
8011	420
18406	120
5455	464
21696	420
1282	489
5860	467
24957	467
26835	490
20695	420
4918	467
20634	472
1008	120
5823	467
668	472
12410	120
15328	466
8013	183
12741	466
2382	382
1535	489
12784	470
7241	219
13381	120
29021	469
15989	467
1193	464
10138	490
1271	464
6773	490
7040	464
3372	246
24942	466
22400	420
17304	490
2745	120
5240	464
22662	191
8525	467
5492	467
5679	469
25374	467
23969	120
551	470
24042	420
13897	468
27542	467
3877	472
10456	490
18397	420
12243	469
15228	490
6010	420
27852	489
5028	464
4293	472
19888	120
23173	467
2895	467
23812	468
26514	420
20137	489
22509	120
11675	470
11395	473
18752	466
532	120
25772	467
7431	489
18765	163
4323	120
10804	489
28466	466
12120	469
11864	420
17484	489
25773	467
2952	464
26131	490
7827	120
24094	470
16416	490
17829	467
9608	469
8003	489
2479	163
29599	466
5255	464
8013	120
11772	220
28671	467
24273	120
6302	467
26166	472
12792	464
16072	469
24712	489
6037	120
5520	420
2283	120
9371	120
19234	489
24646	464
1498	469
15625	489
3796	120
15544	420
21020	469
19469	466
6377	489
17717	382
17227	120
29144	490
18615	490
6336	466
10352	467
12831	469
6232	470
23580	467
3417	472
1802	599
7032	466
12489	120
8763	244
11052	467
17597	120
6277	468
20078	467
10127	98
1265	489
1940	420
15218	382
29359	469
7272	319
24704	420
19591	470
20635	470
16813	489
22761	420
11325	472
2066	489
29407	464
19930	120
19936	464
16424	489
3083	464
20233	467
16562	489
17563	411
8402	145
25522	469
27501	489
15217	466
9753	469
15414	464
8272	382
19415	467
6874	466
20170	467
26817	120
2228	470
17590	467
2660	115
1670	489
21876	120
29427	467
17038	420
16157	467
19657	471
8	467
25719	467
18814	489
20073	468
11949	489
4692	120
26784	464
10216	466
4620	120
20425	467
25611	470
20988	120
15337	420
16501	472
7687	120
19873	120
571	489
459	490
28860	469
17009	120
17912	382
13936	467
16606	468
16717	489
21828	466
331	470
11223	420
27754	420
5823	468
10970	120
736	120
16300	145
15639	420
27475	420
26724	420
15187	420
29166	465
20074	420
17333	120
14823	420
10042	120
10743	318
1866	489
20651	468
1056	469
13836	420
16708	466
6244	489
6271	470
22811	467
1836	470
1156	377
26637	490
16316	466
489	467
13844	467
2239	470
15594	120
3251	472
3519	420
24162	490
21590	467
9907	420
12211	489
14964	382
13168	120
17928	466
8162	467
3185	120
15020	490
18259	490
22233	466
15739	469
6697	466
11237	420
10261	120
11346	489
25420	467
18266	467
10604	464
15002	467
14142	467
23787	466
27743	469
22186	490
19484	468
27502	469
7307	490
5325	420
9889	420
19179	469
27668	420
19080	120
17116	219
7539	489
22345	465
6183	489
14555	219
1105	490
3341	467
11206	467
6042	120
14032	467
23790	466
1737	466
5954	490
22354	470
11403	472
19020	464
21673	469
17581	467
14074	57
565	467
9131	469
6385	467
25932	490
26750	466
2887	120
9506	97
9229	467
16394	467
22407	420
27698	490
13065	472
16011	467
16129	467
17622	120
13688	473
22304	466
19141	420
6241	490
27018	120
1553	219
8215	420
1508	489
29238	470
29612	471
14945	490
8561	420
5822	466
18200	490
17154	420
27305	466
23794	120
13865	470
3427	489
10059	469
7988	467
23645	120
7076	469
26723	469
11905	219
7313	489
13807	466
2456	468
307	75
14791	490
2295	120
23729	469
9899	472
21425	120
10339	489
7033	470
14608	469
20396	219
27001	490
2902	464
9669	470
1319	120
8761	467
6679	489
21977	466
16395	467
1802	319
4471	489
12327	469
3069	467
13408	420
14543	467
780	490
1822	464
10904	470
23987	468
13832	490
11010	469
11618	467
15664	467
6782	490
6765	469
1435	467
3964	469
6095	469
27765	467
9226	467
13398	100
18970	120
18501	468
5893	489
1241	489
1353	489
27898	299
28622	464
2935	103
1062	467
5124	120
18599	420
7932	420
8951	145
25934	466
5102	467
2807	420
14055	468
910	6
13466	219
20432	468
2375	420
12173	468
13785	472
14343	467
2577	120
24610	103
2667	469
8892	467
23898	467
12776	464
4142	470
28916	120
22232	466
3965	467
9460	467
9774	472
28293	489
22142	466
8456	120
27980	469
14781	191
6347	467
16835	490
28701	490
8943	467
23111	470
14187	464
8741	472
20367	467
18355	490
11863	467
14618	420
16497	489
13537	120
27367	466
13475	466
16530	470
28972	490
20724	469
18113	465
4447	467
25605	469
9922	489
2871	120
8343	465
18603	57
20579	464
5242	469
10260	469
180	468
14069	466
21104	466
29	489
8869	465
6906	420
12576	470
15518	470
11097	469
21842	470
18187	470
964	420
11970	469
7828	467
20694	468
21751	465
9184	470
1270	467
8570	420
6546	420
21745	466
2497	470
20794	467
20869	469
5287	420
11376	120
7314	120
2280	467
24101	468
1402	470
2408	120
21576	466
20416	469
12976	464
17837	472
3014	467
16869	470
5677	465
13763	6
25109	469
4905	120
25703	470
3849	467
16468	120
6267	490
2321	466
26325	109
27639	467
20460	464
19605	382
11474	420
21186	466
23566	490
410	467
2187	467
14728	466
10133	489
2836	120
10743	469
4716	120
19532	120
1081	490
13569	120
24440	469
12676	120
27020	466
23990	420
8339	490
13444	470
23984	464
25319	468
2555	469
15917	191
15586	464
28760	469
28209	467
4452	84
7963	490
26835	120
3792	420
15439	521
10753	467
16009	120
3639	469
1034	466
7803	120
9931	120
1523	420
25677	411
27476	464
28204	467
21315	472
17386	467
8648	420
8966	219
22286	420
5933	489
3260	469
17051	490
614	464
1476	467
4866	467
4421	467
13445	489
7561	420
4569	420
26014	420
7212	122
18129	120
882	420
28162	120
15693	145
1235	219
6545	120
18937	353
4751	470
5366	120
26218	467
6011	467
25582	464
31	489
26491	420
19039	464
10332	490
6421	219
2354	490
6430	219
8200	467
15080	120
9563	353
620	467
9962	468
20932	470
26048	120
22479	468
21917	467
24502	120
700	470
9594	122
13411	470
13204	464
16722	467
6533	120
6429	490
3398	120
1931	120
1195	420
16942	163
15536	489
