0,12374,21668
0,4951,22168
0,18067,1881
0,17616,7965
0,7741,190
0,861,13377
0,20990,14377
0,18058,11116
0,14880,813
0,11932,20439
0,11141,13135
0,3039,7646
0,8694,2365
0,939,21698
0,20630,8575
0,1083,14842
1,9684,5878
1,3405,11676
1,21183,4694
1,13832,22257
1,13494,3647
1,5496,16670
1,11089,21035
1,14215,653
1,20815,3991
1,20797,10950
1,2851,19436
1,22592,1310
1,19536,10259
1,3813,228
1,4067,17159
1,18146,19506
1,21014,22523
1,14600,7844
1,11374,14188
1,11106,3788
1,1260,1542
1,9075,21332
1,76,14468
1,1484,11676
1,13453,7587
1,20245,356
1,17759,5423
1,10286,12290
1,4839,9338
1,9699,3679
1,14479,5812
1,17896,22130
1,18470,10183
1,11633,19617
1,7367,4855
1,7331,12604
1,4591,843
1,11221,1394
1,4549,19577
1,17548,20029
1,12636,18867
1,8313,9946
1,4920,17202
1,5345,15559
1,8189,21543
2,9499,740
2,14751,13373
2,18753,7567
2,13431,13303
2,15934,21053
2,14621,6562
2,22517,21537
3,10099,17419
3,13177,17446
3,708,17994
3,20855,7276
3,9471,8792
3,22616,8664
3,15211,7050
4,21534,18095
4,5204,22622
4,351,22548
4,10111,4500
4,16451,14127
4,17233,200
4,1895,3942
5,13122,7691
5,19689,9867
5,6575,13183
5,16554,13206
5,17045,12372
5,19964,5611
6,18368,10613
6,5415,19755
6,5266,21378
6,11767,14652
6,18879,2167
6,5325,1269
6,14266,22535
6,16121,7318
6,11688,7895
7,7135,4413
7,12198,6448
7,22481,14920
8,4551,18091
8,16190,19968
8,10560,18695
8,20352,11392
8,4811,7875
8,11722,4902
8,11064,9335
9,20406,7208
9,1854,16705
9,21432,1405
9,10112,10507
9,20187,2952
9,7697,563
9,21414,17572
9,16912,12184
9,20527,9543
9,4764,9179
9,8981,22295
9,16077,10838
9,8254,16922
9,11694,1279
9,15115,19553
9,8428,4842
9,8674,5304
9,8348,9807
9,14983,19969
9,21534,18095
9,2123,13158
9,10055,3921
9,21248,10585
9,12028,19728
9,756,22592
9,5083,10516
9,3728,1739
9,18322,6955
9,3529,20335
9,11633,19617
9,12696,3588
9,14334,4008
9,3253,5593
9,1636,13613
9,18206,1686
10,11494,20042
10,11677,14215
10,5024,22129
10,1978,13656
10,11786,17947
10,8610,10105
10,21444,20151
10,21296,17548
10,4964,15091
10,14851,21365
11,2890,15844
11,19842,9575
11,20682,6522
11,19299,354
11,7235,2260
11,5541,22140
12,11067,6084
12,14188,17216
12,14383,2123
12,10571,22223
12,13796,8091
12,13861,3761
12,335,19158
12,9177,4747
12,20497,5957
12,14300,708
12,21995,1175
13,4356,4714
13,3460,13200
13,14213,11914
13,10417,180
13,13348,21803
13,3928,3015
13,4591,843
14,8091,2968
14,10793,16427
14,10112,10507
14,22475,45
14,6188,6754
14,17097,3928
14,21059,13448
14,7968,10322
14,4496,8450
14,18751,3650
14,6382,2960
14,6870,21364
14,1188,14199
14,11972,12933
15,5579,7542
15,20792,8495
15,13595,11713
15,13089,8679
16,6107,14523
16,22061,10614
16,9665,14955
16,19153,390
16,11903,2544
16,12375,17369
16,13622,17727
17,19716,9307
17,9755,15363
17,14917,4403
17,38,6902
17,9122,2840
17,8884,17761
17,1995,21117
17,11280,7356
17,5311,1751
17,14879,9537
17,8407,291
17,17896,22130
17,20154,6813
17,10457,15952
18,2040,18169
18,14934,1207
18,6986,12249
18,20079,7809
18,483,18021
19,10496,5048
19,16896,12187
19,14983,19969
19,483,18021
19,18236,5166
19,21574,18439
20,5322,13874
20,17024,14324
20,5645,2650
20,4496,8450
20,4445,17802
20,10482,1572
20,14032,20452
20,6992,19626
20,7279,521
20,14785,13089
21,18592,41
21,12137,5967
21,20077,11636
22,7836,10112
22,20187,2952
22,1154,13075
22,6359,10050
23,7895,21683
23,19174,11328
23,527,22408
23,16119,10341
23,22436,229
23,7050,20474
23,17458,13272
24,14536,19519
24,11671,22687
24,5083,10516
24,11650,11811
24,2003,3671
24,4928,22740
24,1739,20147
24,5093,9778
24,5059,17783
24,14921,20925
24,796,12579
24,1742,20838
24,7317,11877
24,18316,850
25,17851,7530
25,16768,12486
26,6212,20484
26,11666,10049
26,9926,12691
26,6109,5636
26,16014,12778
27,3560,7593
27,7308,11666
27,1259,2405
27,8218,13911
27,19315,15823
27,3793,1998
27,3239,9514
28,20681,9609
28,4061,539
28,1125,7788
28,13479,5170
28,4170,9016
28,321,18240
29,12077,2927
29,10814,16747
29,2813,14980
29,9341,6725
29,9509,3290
29,4085,11714
29,6617,15253
29,2710,3100
30,14904,1359
30,3015,3490
30,5424,3051
30,1081,3000
30,12431,14478
30,15741,11870
30,948,4912
30,22223,17103
30,2539,4712
30,22750,18652
30,2777,16620
30,14950,13067
30,1070,20344
30,1641,21113
30,20094,15266
30,16863,14680
30,15901,11826
30,9953,7654
31,6775,9167
31,13643,17124
31,7086,14880
31,10406,13161
31,303,9291
31,10386,7445
31,6824,20219
31,16829,1141
31,6875,22069
31,2582,12706
31,10475,21392
31,6966,7544
31,13557,9694
31,16815,6221
31,19855,18895
31,6808,2082
31,301,9292
31,19976,9865
31,3688,20993
31,13861,3761
31,16078,18435
31,10190,9177
31,4053,14863
31,13787,629
31,2196,6524
31,6854,3023
31,3704,10926
31,3136,8632
32,13570,21047
33,9191,16375
33,6755,21456
33,8183,8018
33,6986,12249
33,7485,15954
33,14504,3060
33,13026,2462
33,19179,17130
33,15001,13198
33,10529,5083
33,82,6592
33,9225,7535
33,16224,289
33,277,3999
33,14932,18909
33,8170,10383
33,18342,3872
33,20378,10142
33,390,10239
33,4418,4341
33,3984,10564
33,19837,18506
33,7695,6490
33,1236,22173
33,14766,15787
33,18348,17033
33,18891,561
33,10784,19930
33,14612,16437
33,11677,14215
33,14247,4800
33,4793,17525
33,11378,11728
33,14435,18653
33,16102,8025
33,16473,12887
34,22590,15481
34,21679,10922
34,19911,5519
34,19808,7418
34,20059,16685
34,20895,12119
34,5423,10561
35,22058,8759
35,8306,15394
35,14888,17072
35,14266,22535
35,13886,6410
35,14231,3506
35,18602,2841
35,14630,11050
36,3264,7283
36,8807,682
36,18449,17085
36,13883,11332
36,9863,11804
36,12344,7305
36,939,21698
36,6892,16488
36,2054,13805
36,16433,44
36,20066,16507
36,1393,5056
36,5012,1836
36,1468,17227
36,15521,5770
36,2955,14530
36,15254,2857
36,15558,4071
36,20998,16477
37,22040,12023
37,13636,14334
37,19050,9978
37,3028,3638
37,5039,11764
37,13303,13710
37,5423,10561
37,2974,15384
37,8827,20823
37,979,19214
37,2952,13462
37,14934,1207
37,5409,19326
37,9526,3496
37,4208,2559
37,16292,10996
38,19372,855
38,8586,9619
38,4908,13680
38,18940,3656
38,21651,18709
39,6574,9582
39,20255,5052
39,16052,19848
39,3438,18203
39,22856,13923
39,3614,534
39,17502,8107
39,16526,2490
39,235,7680
39,21110,1212
39,6303,16241
39,6875,22069
39,10324,12640
39,4818,16984
39,9806,11855
39,22436,229
39,12690,15931
39,7396,22332
39,10866,6742
39,13779,7510
39,17752,2955
39,9499,740
39,22628,16597
39,13894,3031
39,12192,17875
39,7910,8526
39,16880,1717
39,19834,12285
39,6624,22002
39,19404,17532
39,3952,13468
39,9296,15257
39,12520,5903
39,12739,10548
39,20996,7990
39,21759,21779
39,12706,3163
39,3559,13615
40,1207,5093
40,21665,8342
40,21273,15933
40,11694,1279
40,4157,7735
40,726,2737
40,1310,2976
40,1483,16695
40,5108,1606
40,13034,6169
